ID,Year,From School Edit,To School Edit,Current Title,Gender,JD Year,JD School,# of Post-JD Degrees, TextPost , # Degrees ,Type,# of teaching jobs,Year of first teaching job,From Rank,To Rank,Rank diff,From Pop,To Pop,Pop diff
000034A8,2016,Washington & Lee University,Arizona State University,Associate Dean of Faculty Development,F,2007,Harvard,0, 0 , -   ,,5,2010,107,24,83,231969,4948203,4716234
000034B6,2016,"Cumberland School of Law, Samford University",Northeastern University,Professor of Law and Computer Science,M,2002,Samford University,"2 - LLM (George Washington 2004)
     PhD (UNC Chapel Hill 2011)", 2 , 2.00 ,,6,2008,133,67,66,949726,4873019,3923293
000034BD,2016,University of Southern California,Northwestern University,Professor of Law,M,2006,Yale,1 - PhD (Yale 2006 concurrent), 1 , 1.00 ,,2,2012,62,8,54,2266715,9457867,7191152
000034C4,2015,Cardozo Law School,Brooklyn Law School,Professor of Law,M,NA,NA,"LLM (Hebrew University of Jerusalem 1987)
PhD (University of London 1990)", 2.00 , 2.00 ,,12,1989,150,83,67,2122271,19216182,17093911
000034CB,2015,"University of Colorado, Boulder","University of Missouri, Columbia",Elwood L. Thomas Missouri Endowed Professor of Law,F,1995,University of Minnesota,0, 0 , -   ,,2,2000,99,141,-42,1127983,1344910,216927
000034D2,2015,University of Utah,"University of North Carolina, Chapel Hill",Judge John J. Parker Distinguished Professor of Law and Associate Dean for Strategy,M,2002,Yale,0, 0 , -   ,,4,2006,62,62,0,2266715,2266715,0
000034D9,2015,Pace University,Villanova University,"Professor of Law, Faculty Director of the Scarpa Center for Law and Entrepreneurship, Director of the Reza Taleghani JD/MBA Program",M,2002,NYU,0, 0 , -   ,,3,2007,136,62,74,19216182,6102434,-13113748
000034E0,2015,University of Iowa,"University of California, Berkeley",Chancellor’s Professor of Law,F,1997,University of Michigan,"3 - MA (Yale 2014)
     M.Phil (Yale 2016)
     PhD (Yale 2017)", 3 , 3.00 ,,7,2003,99,99,0,1127983,1127983,0
000034E7,2015,Harvard University ,University of Pennsylvania,"Andrea Mitchell University Professor in Law, Political Science and Business Ethics",F,NA,Harvard,0, 0 , -   ,,7,1991,3,62,-59,4873019,2266715,-2606304
000034EE,2015,University of Illinois,University of Denver,Sturm College of Law Dean Professor of Law,M,1992,Yale,1, 1 , 1.00 ,,5,2007,99,99,0,1127983,1127983,0
000034F5,2015,Suffolk University,American University,Richardson Law School Dean,F,NA,Ottawa University,1, 1 , 1.00 ,,NA,NA,136,76,60,4873019,6280697,1407678
000034FC,2015,University of Utah,"University of North Carolina, Chapel Hill","Director, Prosecutors and Politics Project, Associate Dean for Faculty Development, Anne Shea Ransdell and William Garland “Buck” Ransdell, Jr. Distinguished Professor of Law",F,2002,Yale,0, 0 , -   ,,4,2005,62,62,0,2266715,2266715,0
00003503,2015,"Cleveland-Marshall College of Law, Cleveland State University",Syracuse University,Dean and Professor of Law,M,1994,University of Chicago,1, 1 , 1.00 ,,6,2006,102,111,-9,2048449,648593,-1399856
0000350A,2015,University of Minnesota,Southern Methodist University,Judge William Hawley Atwell Chair of Constitutional Law and Professor of Law,M,1992,University of Chicago,0, 0 , -   ,,4,2009,141,56,85,1344910,7573136,6228226
00003511,2015,Southwestern Law School,University of Houston,"Baker Botts LLP Professor of Law, Assistant Dean for Faculty Development",M,2001,Harvard,0, 0 , -   ,,6,2004,150,99,51,13214799,1127983,-12086816
00003518,2015,University of Illinois,Georgetown University,The Scott K. Ginsburg Professor of Health Law & Policy,M,NA,University of Chicago,NA, -   , -   ,,NA,NA,99,14,85,1127983,6280697,5152714
0000351F,2015,Ava Maria School of Law,Georgia State University,"Mark and Evelyn Trammell Professor, Associate Clinical Professor of Law and Director, Philip C. Cook Low Income Taxpayer Clinic",M,2001,Columbia,1, 1 , 1.00 ,,2,2008,150,76,74,6018744,6018744,0
00003526,2015,University of Pennsylvania,New York University,"Martin Lipton Professor of Law, Director, Institute for Corporate Governance & Finance",M,1983,University of Pennsylvania,0, 0 , -   ,,9,1989,62,6,56,2266715,19216182,16949467
0000352D,2015,Suffolk University,Texas A&M University,"Mary Ann & Lawrence E. Faust Professor of Law, Founding Director, Initiative on Global Law and Policy for the Americas",F,1999,University of Houston,1, 1 , 1.00 ,,5,2005,136,60,76,4873019,7573136,2700117
00003534,2015,Cardozo Law School,Hofstra University,"Associate Dean for Research and Faculty Development, Howard Lichtenstein Distinguished Professor of Legal Ethics, and Executive Director of the Monroe H. Freedman Institute for the Study of Legal Ethics",F,1975,Rutgers School of Law,0, 0 , -   ,,4,2010,150,102,48,2122271,19216182,17093911
0000353B,2015,"Indiana University, Indianapolis",Northern Illinois University,N/A,M,1984,Boston University,3, 3 , 3.00 ,,5,1996,122,150,-28,2076531,9457867,7381336
00003542,2015,Vanderbilt University,Florida State University,Dean and McKenzie Professor ,F,1990,Georgetown,0, 0 , -   ,,7,1991,18,50,-32,1933860,386454,-1547406
00003549,2015,"University of Nevada, Las Vegas",Texas A&M University,"Professor of Law, Director, Immigrant Rights Clinic",F,2002,Harvard,0, 0 , -   ,,3,2010,62,60,2,2266715,7573136,5306421
00003550,2015,Ohio State University,University of Minnesota,Dean and William S. Pattee Professor of Law,M,1998,Harvard,0, 0 , -   ,,2,2004,38,141,-103,2122271,1344910,-777361
00003557,2015,Texas A&M University,University of Housto,George Butler Research Professor and Professor of Law,F,2004,RUTGERS UNIVERSITY ,0, 0 , -   ,,6,2010,60,99,-39,7573136,1127983,-6445153
0000355E,2015,Hofstra University,Southern Methodist University,Professor,M,1995,Stanford,0, 0 , -   ,,5,1991,102,56,46,19216182,7573136,-11643046
00003565,2015,California Western School of Law,Chicago-Kent College of Law,Assistant Professor of Law ,M,2006,Harvard,0, 0 , -   ,,3,2012,150,4,146,3338330,9457867,6119537
0000356C,2015,"University of North Carolina, Chapel Hill",University of Georgia,Francis Shackelford Distinguished Professor in Taxation Law,M,NA,University of Florida,1, 1 , 1.00 ,,,NA,62,99,-37,2266715,1127983,-1138732
00003573,2015,University of Arizona,"University of Colorado, Boulder",Dean and University Distinguished Professor,M,1983,Harvard,0, 0 , -   ,,7,1987,111,99,12,998655,1127983,129328
0000357A,2015,University of Calgary,Southern Methodist University,Associate Professor of Law,M,2007,Harvard,0, 0 , -   ,,3,2011,99,56,43,1127983,7573136,6445153
00003581,2015,University of Maryland,Cornell Tech,Tessler Family Professor of Digital and Information Law,M,2005,Yale,0, 0 , -   ,,6,2006,47,50,-3,2800053,1204877,-1595176
00003588,2015,"University of Texas, Austin","Christ's College, Cambridge",N/A,F,1981,(LLB) Australian National University,1, 1 , 1.00 ,,6,1985,62,83,-21,2266715,9457867,7191152
0000358F,2015,Marquette University,Chapman University,Professor,F,NA,Yale,0, 0 , -   ,,1,2008,102,111,-9,66699,13214799,13148100
00003596,2015,Hofstra University,Southern Methodist University,Ellen K. Solender Endowed Chair in Women and the Law and Professor of Law,F,1994,Stanford,0, 0 , -   ,,7,1996,102,56,46,19216182,7573136,-11643046
0000359D,2015,Seton Hall University,"Loyola University, Chicago",Georgia Reithal Professor of Law,F,2003,Chicago-Kent ,0, 0 , -   ,,1,2005,62,62,0,19216182,13214799,-6001383
000035A4,2015,Northwestern University,University of Virginia,Professor of Law,M,1999,Yale,1, 1 , 1.00 ,,5,2006,8,8,0,9457867,218358,-9239509
000035AB,2015,Texas Tech University,"University of Oklahoma, Norman",Associate Professor,F,2010,Tulane  ,0, 0 , -   ,,3,NA,111,62,49,321982,2266715,1944733
000035B2,2015,University of Arizona,Michigan State University,Professor of Law,M,1978,Stanford,0, 0 , -   ,,6,1993,111,93,18,998655,550391,-448264
000035B9,2015,"University of Wisconsin, Madison",Texas A&M University,"Professor of Law and Co-Director, Program in Real Estate and Community Development Law",F,2002,Columbia,0, 0 , -   ,,2,2006,42,60,-18,3979845,7573136,3593291
000035C0,2015,University of Virginia,Emory University,Asa Griggs Candler Professor of Law,F,1996,Emory,0, 0 , -   ,,4,2001,8,24,-16,218358,6018744,5800386
000035C7,2015,Seton Hall University,Villanova University,Arthur J. Kania Dean and Professor of Law,M,1992,Yale,0, 0 , -   ,,4,2003,62,62,0,19216182,6102434,-13113748
000035CE,2015,Marquette University,Chapman University,"Professor, Dean of Fowler School of Law, Donald P. Kennedy Chair in Law, Dale E. Fowler School of Law",M,NA,Yale,0, 0 , -   ,,3,2005,102,111,-9,66699,13214799,13148100
000035D5,2015,University of Illinois,"University of Texas, Austin",Charles Tilford McCormick Professor of Law,F,2007,NYU,0, 0 , -   ,,2,2011,99,62,37,1127983,2266715,1138732
000035DC,2015,Brooklyn Law School,Rutgers University,"President, Joseph Crea Dean, and Professor of Law of Brooklyn Law School",M,1999,University of Michigan,0, 0 , -   ,,4,2001,83,76,7,19216182,6102434,-13113748
000035E3,2015,Northwestern University,Duke University,A. Kenneth Pye Professor of Law and Professor of Economics,M,2005,Harvard,1, 1 , 1.00 ,,5,2009,8,12,-4,9457867,2079687,-7378180
000035EA,2015,University of New Hampshire,"University of Michigan, Ann Arbor",Professor of Law,M,2011,Columbia,0, 0 , -   ,,2,NA,62,141,-79,2266715,1344910,-921805
000035F8,2015,Michigan State University,University of Houston,"Professor of Law and the Joanne and Larry Doherty Chair in Legal Ethics, Director, Law Center Outcomes and Assessments",F,1999,University of Chicago,0, 0 , -   ,,4,2013,93,99,-6,550391,1127983,577592
000035FF,2015,Brigham Young University,University of Utah,"Lee E. Teitelbaum Endowed Professor of Law, College Of Law, Affiliated Fellow, Yale Law School Information Society Project",F,2000,Ohio State University,0, 0 , -   ,,6,1999,37,62,-25,649603,2266715,1617112
00003606,2015,"University of California, Irvine",Northwestern University,Professor of Law Associate Dean of Academic Programs,F,2001,Yale,2, 2 , 2.00 ,,5,2007,99,8,91,1127983,9457867,8329884
0000360D,2015,"University of Wisconsin, Madison",Syracuse University,"Crandall Melvin Professor of Law Director, Syracuse Intellectual Property Law Institute",M,1994,Stanford,0, 0 , -   ,,4,2012,42,111,-69,3979845,648593,-3331252
00003614,2015,American University,"University of Texas, Austin",Charles Alan Wright Chair In Federal Courts,M,2004,Yale,0, 0 , -   ,,3,2005,76,62,14,6280697,2266715,-4013982
0000361B,2015,Washington & Lee University,American University,Professor of Law,F,1998,University of Minnesota,1, 1 , 1.00 ,,6,2004,107,76,31,231969,6280697,6048728
00003622,2015,Duke University,Yale University,Professor of Law,M,2008,Yale,1, 1 , 1.00 ,,6,2011,12,1,11,2079687,854757,-1224930
00003629,2015,"University of Wisconsin, Madison",Texas A&M University,"Professor of Law and Co-Director, Program in Real Estate and Community Development Law",M,1993,Howard University,1, 1 , 1.00 ,,3,2004,42,60,-18,3979845,7573136,3593291
00003630,2015,Mercer University,"University of Tennessee, Knoxville",Associate Professor of Law,M,2009,University of Pennsylvania,0, 0 , -   ,,3,2011,126,62,64,231130,2266715,2035585
00003637,2014,University of Houston,College of William & Mary,Associate Dean for Research and Faculty Development and Rita Anne Rollins Professor of Law,M,2003,Yale,0, 0 , -   ,,3,2010,99,102,-3,1127983,2048449,920466
0000363E,2014,"Indiana University, Bloomington",Northwestern University and the American Bar Foundation,Professor of Law,M,1994,Georgetown,1, 1 , 1.00 ,,4,1999,122,8,114,2076531,9457867,7381336
00003645,2014,New York University,Stanford University,"Professor of Law, Stanford Law School Senior Fellow, Stanford Institute for Economic Policy Research Director, LL.M. Program in International Economic Law, Business and Policy",M,1982,Yale,1, 1 , 1.00 ,,10,1978,6,2,4,19216182,1990660,-17225522
0000364C,2014,Yale University,National University of Singapore,N/A,M,NA,University of Washington,0, 0 , -   ,,2,1989,1,122,-121,854757,119600,-735157
00003653,2014,University of Iowa,University of Vienna,Global Affiliated Professor,M,1984,University of Vienna,0, 0 , -   ,,11,1984,99,62,37,1127983,2266715,1138732
0000365A,2014,Wharton School at the University of Pennsylvania ,Northeastern University,"Associate Dean for Innovation and Technology Founding Director, Penn State PILOT Lab Professor of Law and Engineering Policy Affiliate Faculty, Bioethics Program, College of the Liberal Arts",F,1999,Northwestern,1, 1 , 1.00 ,,7,2003,150,67,83,13214799,4873019,-8341780
00003661,2014,University of Southern California,Cornell University,Jacob Gould Schurman Professor,M,1985,Tel Aviv University,2, 2 , 2.00 ,,8,2002,62,13,49,2266715,102180,-2164535
00003668,2014,"University of California, Berkeley",University of Southern California,"Dean and Carl Mason Franklin Chair in Law, and Professor of Law and Political Science ",M,1996,Harvard,0, 0 , -   ,,10,1997,99,62,37,1127983,2266715,1138732
0000366F,2014,Pace University,University of New Hampshire,"Professor, Director Franklin Pierce Center for Intellectual Property",F,NA,University of Pennsylvania,1, 1 , 1.00 ,,5,1995,136,62,74,19216182,2266715,-16949467
00003676,2014,Widener University,University of Toledo ,Dean and Professor of Law ,M,1996,Fordham ,1, 1 , 1.00 ,,2,NA,150,62,88,13214799,2266715,-10948084
0000367D,2014,Boston College,Georgetown University,Professor of Law,M,NA,Columbia,1, 1 , 1.00 ,,3,2008,31,14,17,4873019,6280697,1407678
00003684,2014,Florida State University,Northwestern University,Edward Avery Harriman Professor of Bankruptcy Law and Practice,M,1980,UC Davis,0, 0 , -   ,,4,1990,50,8,42,386454,9457867,9071413
0000368B,2014,Columbia University,New York University,Moses H. Grossman Professor of Law,M,2001,Stanford,1, 1 , 1.00 ,,2,2004,4,6,-2,19216182,19216182,0
00003692,2014,University of Illinois,Texas A&M University,"Professor and Director, Global Programs",F,NA,Tufts ,0, 0 , -   ,,5,1984,99,60,39,1127983,7573136,6445153
00003699,2014,University of Utah,Widener University-Harrisburg,"Commonwealth Professor of Business Advising Director, Business Advising Program Former Dean",M,1987,Columbia,0, 0 , -   ,,5,1995,62,150,-88,2266715,278299,-1988416
000036A0,2014,Chicago-Kent College of Law,Cardozo Law School,"Professor of Law Director, Intellectual Property & Information Law Program Associate Dean for Faculty Development",M,NA,Univerity of Georgia,1, 1 , 1.00 ,,3,2009,4,150,-146,9457867,2122271,-7335596
000036A7,2014,Michigan State University,Chicago-Kent College of Law,Professor of Law Director of the Law Lab,M,2005,University of Michigan,1, 1 , 1.00 ,,2,2011,93,4,89,550391,9457867,8907476
000036AE,2014,University of Maine,"University of California, Hastings",Professor of Law,M,2002,Berkeley,0, 0 , -   ,,4,2007,122,99,23,538500,1127983,589483
000036B5,2014,Chicago-Kent College of Law,Northwestern University,Frederic P. Vose Professor of Law Associate Dean of Research and Intellectual Life,M,1995,University of Michigan,0, 0 , -   ,,6,2005,4,8,-4,9457867,9457867,0
000036BC,2014,"University of California, Irvine","University of California, Los Angeles",Anne Urowsky Professor of Law,M,2003,Harvard,0, 0 , -   ,,6,2007,99,99,0,1127983,1127983,0
000036C3,2014,Northwestern University ,"University of California, Berkeley",Professor of Law and History,M,NA,Johns Hopkins University,0, 0 , -   ,,4,2002,8,99,-91,9457867,1127983,-8329884
000036CA,2014,University of Southern California,Cornell University,President ,F,1988,UVA,0, 0 , -   ,,7,1995,62,13,49,2266715,102180,-2164535
000036D1,2014,"University of California, Berkeley",Columbia University,Lsidor and Seville Sulzbacher Professor of Law,M,NA,Stanford,1, 1 , 1.00 ,,NA,NA,99,4,95,1127983,19216182,18088199
000036D8,2014,Washington & Lee University,Arizona State University,Amelia D. Lewis Professor of Constitutional & Criminal Law,M,1996,Stanford,0, 0 , -   ,,5,2005,107,24,83,231969,4948203,4716234
000036DF,2014,Lewis & Clark College,Florida State University,Elizabeth C. & Clyde W. Atkinson Professor and Associate Dean for Environmental Programs,F,2001,Harvard,0, 0 , -   ,,6,2004,70,50,20,517056,386454,-130602
000036E6,2014,"University of California, Berkeley",Columbia University,Dean of Columbia Law School and Lucy G. Moses Professor of Law,F,1990,University of Toronto,1, 1 , 1.00 ,,7,1994,99,4,95,1127983,19216182,18088199
000036ED,2014,Tulane University,Texas A&M University,Professor of Law,M,1990,Stanford,1, 1 , 1.00 ,,5,1993,54,60,-6,1270530,7573136,6302606
000036F4,2014,Marquette University,Texas A&M University,Professor of Law,F,1998,University of Bologna,4, 4 , 4.00 ,,5,1994,102,60,42,66699,7573136,7506437
000036FB,2014,Duke University,"University of California, Los Angeles",Donald Bren Distinguished Professor of Environmental Law,M,1989,Harvard,1, 1 , 1.00 ,,,NA,12,99,-87,2079687,1127983,-951704
00003702,2014,Texas Tech University,University of Cincinnati,"Professor of Law and Professor, Department of Internal Medicine, Law College of Law",F,1987,Yale,2, 2 , 2.00 ,,9,2003,111,99,12,321982,1127983,806001
00003709,2014,Northern Illinois University ,DePaul University,Dean and Professor,F,1987,University of Pennsylvania,0, 0 , -   ,,7,1990,150,118,32,9457867,9457867,0
00003710,2014,Suffolk University,Northeastern University,Affiliate Professor of English; Professor of Law,F,1998,University of Michigan,1, 1 , 1.00 ,,2,2004,136,67,69,4873019,4873019,0
00003717,2014,Stanford University ,Apple University,NA,M,NA,Harvard,0, 0 , -   ,,NA,NA,2,150,-148,1990660,22138,-1968522
0000371E,2014,Georgetown University,Boston University,Professor of Law Nancy Barton Scholar,F,2000,University of Southern California Law School,1, 1 , 1.00 ,,4,2006,14,20,-6,6280697,4873019,-1407678
00003725,2014,Boston University,"University of California, Irvine",Chancellor’s Professor of Law,M,1978,University of Michigan,0, 0 , -   ,,4,1982,20,99,-79,4873019,1127983,-3745036
0000372C,2014,"Washington University, St. Louis",University of Florida,"Dean and Levin, Mabie & Levin Professor of Law",F,1997,Harvard,0, 0 , -   ,,8,2001,17,99,-82,2801423,1127983,-1673440
00003733,2014,University of Iowa,Florida A&M University,Senior Vice President and Provost,F,1989,University of Michigan,0, 0 , -   ,,6,1990,99,150,-51,1127983,2608147,1480164
0000373A,2014,Boston College,"University of North Carolina, Chapel Hil",Samuel Ashe Distinguished Professor of Constitutional Law and Associate Dean for Academic Affairs,F,1995,University of Chicago,0, 0 , -   ,,7,2004,31,62,-31,4873019,2266715,-2606304
00003741,2014,Cardozo Law School,Fordham University,Matthew Diller ,M,1985,Harvard,0, 0 , -   ,,2,1993,150,27,123,2122271,19216182,17093911
00003748,2014,University of Kansas,"University of Tennessee, Knoxville",Dean and Lindsay Young Distinguished Professor,F,1990,University of Georgia,0, 0 , -   ,,5,1994,99,62,37,1127983,2266715,1138732
0000374F,2014,University of Chicago,University of Oregon,Dean and Harry N. Wyatt Professor of Law and Professor in the College University of Chicago Law School,M,1980,Yale,0, 0 , -   ,,4,1987,99,62,37,1127983,2266715,1138732
00003756,2014,University of Illinois,Texas A&M University,"Professor of Law, Associate Dean for Research and Faculty Development & Faculty Director of Graduate Studies",M,NA,University of York,1, 1 , 1.00 ,,5,1997,99,60,39,1127983,7573136,6445153
0000375D,2014,"University of Oklahoma, Norman","University of Texas, Austin",Lecturer,M,NA,University of North Dakota,0, 0 , -   ,,NA,NA,62,62,0,2266715,2266715,0
00003764,2014,St. John's University,University of Montana,Paul Kirgis ,M,NA,NA,NA, -   , -   ,,NA,NA,74,141,-67,19216182,1344910,-17871272
0000376B,2014,University of Dayton,Creighton University,Paul McGreal ,M,NA,Southern Methodist University,1, 1 , 1.00 ,,4,2000,99,133,-34,1127983,949726,-178257
00003772,2014,"University of Colorado, Boulder",Georgetown University,Professor of Law; Associate Dean for Academic Affairs; Chief Data Officer,M,1999,UCLA,0, 0 , -   ,,2,2006,99,14,85,1127983,6280697,5152714
00003779,2014,Drake University,Texas A&M University,"Regents Professor of Law and Communication and Director, Center for Law and Intellectual Property",M,1999,Yeshiva University,0, 0 , -   ,,13,2001,105,60,45,699292,7573136,6873844
00003780,2014,University of Florida,"University of Missouri, Columbia",Floyd R. Gibson Missouri Endowed Professor Emeritus of Law,M,1977,University of Michigan,0, 0 , -   ,,5,1985,99,141,-42,1127983,1344910,216927
00003787,2014,Regent University,Campbell University,Professor,M,NA,University of Wisconsin,0, 0 , -   ,,1,1998,150,150,0,1765031,1390785,-374246
0000378E,2014,Fordham University,"University of California, Berkeley","Co-Director, Berkeley Center for Law & Technology Distinguished Haas Chair",F,1998,University of Chicago,0, 0 , -   ,,3,2008,27,99,-72,19216182,1127983,-18088199
00003795,2014,"University of Oklahoma, Norman",Texas A&M University,Professor of Law and Director of India Programs,F,1994,National Law School of India University,2, 2 , 2.00 ,,2,2003,62,60,2,2266715,7573136,5306421
000037A3,2014,Hofstra University,Texas A&M University,"Professor of Law and Director, Program for the Advancement of Legal Ethics",F,1977,Antioch School of Law,1, 1 , 1.00 ,,5,1981,102,60,42,19216182,7573136,-11643046
000037AA,2014,Northwestern University,Harvard University,Stanley S. Surrey Professor of Law,M,2001,Harvard,1, 1 , 1.00 ,,6,2005,8,3,5,9457867,4873019,-4584848
000037B1,2014,University of Georgia,Vanderbilt University,"Professor of Law Director, International Legal Studies Program",M,2006,Berkeley,1, 1 , 1.00 ,,2,2010,99,18,81,1127983,1933860,805877
000037B8,2014,Albany Law School,Georgia State University,"Associate Dean for Research & Faculty Development; Distinguished University Professor & Professor of Law Administration/Leadership, Center for Law Health and Society",M,1991,Yale,0, 0 , -   ,,5,1992,31,76,-45,251836,6018744,5766908
000037BF,2014,"University of California, Hastings","University of California, Davis",John D. Ayer Chair in Business Law and Martin Luther King Jr. Professor of Law,M,1991,Yale,0, 0 , -   ,,2,1995,99,99,0,1127983,1127983,0
,,,,,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,, ,,,
